arrangement_id	ast_status	canonical_eight_factors	coefficient_domain	parse_warnings	raw_equation	top_level_factor_count
160	parsed	"[""x"", ""(A0*x+(A0+A1)*y)"", ""y"", ""z"", ""(A1*x+A2*z+(A0+A1)*t)"", ""t"", ""(x+y+z+t)"", ""(A1*y+(A1-A2)*z+A1*t)""]"	Q(parameters)		x(A_{0}x + (A_{0} + A_{1})y)yz(A_{1}x + A_{2}z + (A_{0} + A_{1})t)t(x + y + z + t)(A_{1}y + (A_{1} - A_{2})z + A_{1}t)	8
161	parsed	"[""x"", ""y"", ""(A0*x+A1*y)"", ""z"", ""t"", ""(A0*x+A2*z+A0*t)"", ""(A0*y+(A0-A2)*z+A0*t)"", ""(x+y+z+t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y)zt(A_{0}x + A_{2}z + A_{0}t)(A_{0}y + (A_{0} - A_{2})z + A_{0}t)(x + y + z + t)	8
162	parsed	"[""x"", ""y"", ""(x+y)"", ""(A0*A2*x+A0*A1*y+A0*A1*z+A1*A2*t)"", ""(A2*x+A0*y+A1*z+A2*t)"", ""z"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		xy(x + y)(A_{0}A_{2}x + A_{0}A_{1}y + A_{0}A_{1}z + A_{1}A_{2}t)(A_{2}x + A_{0}y + A_{1}z + A_{2}t)zt(x + y + z + t)	8
163	parsed	"[""x"", ""y"", ""((A0-A1)*x+A0*y)"", ""z"", ""(A1*x+A0*z+A1*t)"", ""t"", ""(x+y+z+t)"", ""(A0*y+A2*z+A0*t)""]"	Q(parameters)		xy((A_{0} - A_{1})x + A_{0}y)z(A_{1}x + A_{0}z + A_{1}t)t(x + y + z + t)(A_{0}y + A_{2}z + A_{0}t)	8
164	parsed	"[""x"", ""y"", ""(x+y)"", ""z"", ""t"", ""(A0*x+A0*z+A1*t)"", ""(A0*y+A2*z+A0*t)"", ""(x+y+z+t)""]"	Q(parameters)		xy(x + y)zt(A_{0}x + A_{0}z + A_{1}t)(A_{0}y + A_{2}z + A_{0}t)(x + y + z + t)	8
165	parsed	"[""x"", ""y"", ""(A0*x+A1*y)"", ""z"", ""((-A0+A1)*x+A1*z+(-A0+A1)*t)"", ""t"", ""(x+y+z+t)"", ""(A0*x+A2*y+A3*z+A2*t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y)z((-A_{0} + A_{1})x + A_{1}z + (-A_{0} + A_{1})t)t(x + y + z + t)(A_{0}x + A_{2}y + A_{3}z + A_{2}t)	8
166	parsed	"[""x"", ""y"", ""(x+y)"", ""z"", ""t"", ""(A0*x+A1*z+A2*t)"", ""(A3*y+A0*z+A3*t)"", ""(x+y+z+t)""]"	Q(parameters)		xy(x + y)zt(A_{0}x + A_{1}z + A_{2}t)(A_{3}y + A_{0}z + A_{3}t)(x + y + z + t)	8
167	parsed	"[""x"", ""y"", ""((-A0+A1)*x+A1*y)"", ""(A0*x+A1*z+A0*t)"", ""z"", ""t"", ""(x+y+z+t)"", ""(A0*x+A0*y+A2*z+A3*t)""]"	Q(parameters)		xy((-A_{0} + A_{1})x + A_{1}y)(A_{0}x + A_{1}z + A_{0}t)zt(x + y + z + t)(A_{0}x + A_{0}y + A_{2}z + A_{3}t)	8
168	parsed	"[""x"", ""y"", ""((A1-A3)*x+(A2-A3)*y)"", ""z"", ""t"", ""(A1*x+A1*z+A0*t)"", ""(x+y+z+t)"", ""(A1*x+A2*y+A3*z+A2*t)""]"	Q(parameters)		xy((A_{1} - A_{3})x + (A_{2} - A_{3})y)zt(A_{1}x + A_{1}z + A_{0}t)(x + y + z + t)(A_{1}x + A_{2}y + A_{3}z + A_{2}t)	8
169	parsed	"[""x"", ""y"", ""(A0*x+A1*y)"", ""z"", ""(A0*x+A2*z+A0*t)"", ""t"", ""(x+y+z+t)"", ""(A0*x+A1*y+A3*z+A1*t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y)z(A_{0}x + A_{2}z + A_{0}t)t(x + y + z + t)(A_{0}x + A_{1}y + A_{3}z + A_{1}t)	8
170	parsed	"[""x"", ""y"", ""(A0*x+A1*y)"", ""z"", ""t"", ""(A0*x+A0*z+A2*t)"", ""(A3*y+A0*z+A3*t)"", ""(x+y+z+t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y)zt(A_{0}x + A_{0}z + A_{2}t)(A_{3}y + A_{0}z + A_{3}t)(x + y + z + t)	8
171	parsed	"[""x"", ""y"", ""(A0*x+A1*y)"", ""z"", ""t"", ""(A0*x+A2*z+A0*t)"", ""(A3*y+A0*z+A3*t)"", ""(x+y+z+t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y)zt(A_{0}x + A_{2}z + A_{0}t)(A_{3}y + A_{0}z + A_{3}t)(x + y + z + t)	8
172	parsed	"[""x"", ""y"", ""((A0-A1)*x+A0*y)"", ""z"", ""t"", ""(A1*x+(A1-A2)*z+A0*t)"", ""(A1*y+A2*z+A3*t)"", ""(x+y+z+t)""]"	Q(parameters)		xy((A_{0} - A_{1})x + A_{0}y)zt(A_{1}x + (A_{1} - A_{2})z + A_{0}t)(A_{1}y + A_{2}z + A_{3}t)(x + y + z + t)	8
173	parsed	"[""x"", ""(A0*x+A1*y+A2*z+A0*t)"", ""(A3*x+A1*y+A2*z+A0*t)"", ""(x+t)"", ""y"", ""(y+t)"", ""z"", ""(z+t)""]"	Q(parameters)		x(A_{0}x + A_{1}y + A_{2}z + A_{0}t)(A_{3}x + A_{1}y + A_{2}z + A_{0}t)(x + t)y(y + t)z(z + t)	8
174	parsed	"[""x"", ""y"", ""(x+y)"", ""z"", ""t"", ""(A1*x+A0*z+(A1-A3)*t)"", ""(A1*y+A2*z+A3*t)"", ""(x+y+z+t)""]"	Q(parameters)		xy(x + y)zt(A_{1}x + A_{0}z + (A_{1} - A_{3})t)(A_{1}y + A_{2}z + A_{3}t)(x + y + z + t)	8
175	parsed	"[""x"", ""y"", ""(A0*x+A1*y)"", ""z"", ""t"", ""((-A0+A1)*x+A1*z+A2*t)"", ""(A3*y+A0*z+A3*t)"", ""(x+y+z+t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y)zt((-A_{0} + A_{1})x + A_{1}z + A_{2}t)(A_{3}y + A_{0}z + A_{3}t)(x + y + z + t)	8
176	parsed	"[""x"", ""y"", ""((A1-A3)*x+A2*y)"", ""z"", ""t"", ""(A1*x+A1*z+A0*t)"", ""(x+y+z+t)"", ""(A1*x+A2*y+A3*z+A2*t)""]"	Q(parameters)		xy((A_{1} - A_{3})x + A_{2}y)zt(A_{1}x + A_{1}z + A_{0}t)(x + y + z + t)(A_{1}x + A_{2}y + A_{3}z + A_{2}t)	8
177	parsed	"[""x"", ""y"", ""(A1*x+A2*y)"", ""z"", ""(A1*x+A0*z+A4*t)"", ""t"", ""(A1*x+A2*y+A3*z+A4*t)"", ""(x+y+z+t)""]"	Q(parameters)		xy(A_{1}x + A_{2}y)z(A_{1}x + A_{0}z + A_{4}t)t(A_{1}x + A_{2}y + A_{3}z + A_{4}t)(x + y + z + t)	8
178	parsed	"[""x"", ""y"", ""(A0*x+A1*y)"", ""z"", ""(A0*x+A2*z+A3*t)"", ""t"", ""(A0*x+A3*y+A4*z+A3*t)"", ""(x+y+z+t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y)z(A_{0}x + A_{2}z + A_{3}t)t(A_{0}x + A_{3}y + A_{4}z + A_{3}t)(x + y + z + t)	8
179	parsed	"[""x"", ""y"", ""(A0*x+A1*y)"", ""z"", ""((-A0+A1)*x+A2*z+A1*t)"", ""t"", ""((-A0+A1)*x+A3*y+A4*z+A1*t)"", ""(x+y+z+t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y)z((-A_{0} + A_{1})x + A_{2}z + A_{1}t)t((-A_{0} + A_{1})x + A_{3}y + A_{4}z + A_{1}t)(x + y + z + t)	8
180	parsed	"[""x"", ""y"", ""(A0*x+A1*y)"", ""z"", ""(A1*x+A2*z+A4*t)"", ""t"", ""(A1*x+A1*y+A3*z+A4*t)"", ""(x+y+z+t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y)z(A_{1}x + A_{2}z + A_{4}t)t(A_{1}x + A_{1}y + A_{3}z + A_{4}t)(x + y + z + t)	8
181	parsed	"[""x"", ""y"", ""(A0*x+A1*y)"", ""z"", ""(A0*x+A0*z+A2*t)"", ""t"", ""(x+y+z+t)"", ""(A0*x+A3*y+A4*z+A3*t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y)z(A_{0}x + A_{0}z + A_{2}t)t(x + y + z + t)(A_{0}x + A_{3}y + A_{4}z + A_{3}t)	8
182	parsed	"[""x"", ""y"", ""(x+y)"", ""z"", ""(A0*x+A1*z+A2*t)"", ""t"", ""(A0*x+A3*y+A4*z+A2*t)"", ""(x+y+z+t)""]"	Q(parameters)		xy(x + y)z(A_{0}x + A_{1}z + A_{2}t)t(A_{0}x + A_{3}y + A_{4}z + A_{2}t)(x + y + z + t)	8
183	parsed	"[""x"", ""y"", ""(A0*x+A1*y)"", ""z"", ""((A0-A4)*x+(A3-A4)*z+A2*t)"", ""t"", ""(x+y+z+t)"", ""(A0*x+A4*y+A3*z+A4*t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y)z((A_{0} - A_{4})x + (A_{3} - A_{4})z + A_{2}t)t(x + y + z + t)(A_{0}x + A_{4}y + A_{3}z + A_{4}t)	8
184	parsed	"[""x"", ""y"", ""(A0*x+A1*y)"", ""z"", ""((-A0+A3)*x+(A3-A4)*z+A2*t)"", ""t"", ""(x+y+z+t)"", ""(A0*x+A3*y+A4*z+A0*t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y)z((-A_{0} + A_{3})x + (A_{3} - A_{4})z + A_{2}t)t(x + y + z + t)(A_{0}x + A_{3}y + A_{4}z + A_{0}t)	8
185	parsed	"[""x"", ""y"", ""((A1-A3)*x+(A2-A3)*y)"", ""z"", ""(A1*x+A0*z+A4*t)"", ""t"", ""(A1*x+A2*y+A3*z+A4*t)"", ""(x+y+z+t)""]"	Q(parameters)		xy((A_{1} - A_{3})x + (A_{2} - A_{3})y)z(A_{1}x + A_{0}z + A_{4}t)t(A_{1}x + A_{2}y + A_{3}z + A_{4}t)(x + y + z + t)	8
186	parsed	"[""x"", ""y"", ""(A0*x+A1*y)"", ""z"", ""(A0*x+A2*z+A3*t)"", ""t"", ""(A0*x+A4*y+A5*z+A3*t)"", ""(x+y+z+t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y)z(A_{0}x + A_{2}z + A_{3}t)t(A_{0}x + A_{4}y + A_{5}z + A_{3}t)(x + y + z + t)	8
187	parsed	"[""x"", ""y"", ""(A0*x+A1*y)"", ""z"", ""(A0*x+A2*z+A3*t)"", ""t"", ""(x+y+z+t)"", ""(A0*x+A4*y+A5*z+A0*t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y)z(A_{0}x + A_{2}z + A_{3}t)t(x + y + z + t)(A_{0}x + A_{4}y + A_{5}z + A_{0}t)	8
188	parsed	"[""x"", ""y"", ""(A0*x+A1*y)"", ""z"", ""(A0*x+A2*z+A3*t)"", ""t"", ""(x+y+z+t)"", ""(A0*x+A4*y+A5*z+A4*t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y)z(A_{0}x + A_{2}z + A_{3}t)t(x + y + z + t)(A_{0}x + A_{4}y + A_{5}z + A_{4}t)	8
189	parsed	"[""x"", ""y"", ""(A0*x+A1*y)"", ""z"", ""(A0*x+A2*z+A3*t)"", ""t"", ""(x+y+z+t)"", ""((-A0+A4)*x+A4*y+A5*z+(-A3+A4)*t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y)z(A_{0}x + A_{2}z + A_{3}t)t(x + y + z + t)((-A_{0} + A_{4})x + A_{4}y + A_{5}z + (-A_{3} + A_{4})t)	8
190	parsed	"[""x"", ""y"", ""(A0*x+A1*y)"", ""z"", ""(A0*x+A2*z+A3*t)"", ""t"", ""(x+y+z+t)"", ""(A0*x+A4*y+A5*z+A6*t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y)z(A_{0}x + A_{2}z + A_{3}t)t(x + y + z + t)(A_{0}x + A_{4}y + A_{5}z + A_{6}t)	8
191	parsed	"[""x"", ""y"", ""(A0*x+A1*y)"", ""z"", ""t"", ""(A0*x+A2*y+A3*z+A4*t)"", ""(A0*x+A2*y+A5*z+A6*t)"", ""(x+y+z+t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y)zt(A_{0}x + A_{2}y + A_{3}z + A_{4}t)(A_{0}x + A_{2}y + A_{5}z + A_{6}t)(x + y + z + t)	8
192	parsed	"[""x"", ""y"", ""(A0*x+A1*y)"", ""z"", ""t"", ""(A0*x+A2*y+A3*z+A4*t)"", ""(A0*x+A5*y+A6*z+A7*t)"", ""(x+y+z+t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y)zt(A_{0}x + A_{2}y + A_{3}z + A_{4}t)(A_{0}x + A_{5}y + A_{6}z + A_{7}t)(x + y + z + t)	8
193	parsed	"[""(A0*x+A1*y+(-A0-A1)*z)"", ""(A0*x+A2*y+(-A0-A2)*z)"", ""x"", ""y"", ""z"", ""(x+t)"", ""(y+t)"", ""(z+t)""]"	Q(parameters)		(A_{0}x + A_{1}y + (-A_{0} - A_{1})z)(A_{0}x + A_{2}y + (-A_{0} - A_{2})z)xyz(x + t)(y + t)(z + t)	8
194	parsed	"[""x"", ""(x+t)"", ""y"", ""(y+t)"", ""(A0*x+A1*y+A2*t)"", ""z"", ""(z+t)"", ""(A0*x+A3*z+A2*t)""]"	Q(parameters)		x(x + t)y(y + t)(A_{0}x + A_{1}y + A_{2}t)z(z + t)(A_{0}x + A_{3}z + A_{2}t)	8
195	parsed	"[""x"", ""(A0*x+A1*y+A1*z)"", ""y"", ""(A0*x+A2*y+A0*z)"", ""z"", ""t"", ""(x+y+z+t)"", ""(A0*x+A3*y+A3*z+A4*t)""]"	Q(parameters)		x(A_{0}x + A_{1}y + A_{1}z)y(A_{0}x + A_{2}y + A_{0}z)zt(x + y + z + t)(A_{0}x + A_{3}y + A_{3}z + A_{4}t)	8
196	parsed	"[""x"", ""(A0*x+A1*y+A1*z)"", ""y"", ""z"", ""(A0*x+A2*y+A3*z)"", ""(A0*x+A4*y+A4*z+A5*t)"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		x(A_{0}x + A_{1}y + A_{1}z)yz(A_{0}x + A_{2}y + A_{3}z)(A_{0}x + A_{4}y + A_{4}z + A_{5}t)t(x + y + z + t)	8
197	parsed	"[""x"", ""y"", ""(x+t)"", ""(y+t)"", ""(A0*x+A0*y+A1*t)"", ""z"", ""(x+y-z)"", ""(z+t)""]"	Q(parameters)		xy(x + t)(y + t)(A_{0}x + A_{0}y + A_{1}t)z(x + y - z)(z + t)	8
198	parsed	"[""x"", ""(x+2*y+2*z)"", ""y"", ""z"", ""(A0*x+A1*y+A0*z)"", ""t"", ""(x+y+z+t)"", ""(x+2*y+2*t)""]"	Q(parameters)		x(x + 2y + 2z)yz(A_{0}x + A_{1}y + A_{0}z)t(x + y + z + t)(x + 2y + 2t)	8
199	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y-A1*z)"", ""(A1*x+A0*y-A1*z)"", ""(x+t)"", ""(y+t)"", ""(z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y - A_{1}z)(A_{1}x + A_{0}y - A_{1}z)(x + t)(y + t)(z + t)	8
200	parsed	"[""x"", ""(A0*x+A1*z+A0*t)"", ""(A1*x+A0*y+A1*z+A0*t)"", ""(A1*y+A1*z+A0*t)"", ""y"", ""z"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		x(A_{0}x + A_{1}z + A_{0}t)(A_{1}x + A_{0}y + A_{1}z + A_{0}t)(A_{1}y + A_{1}z + A_{0}t)yzt(x + y + z + t)	8
201	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y-A1*z)"", ""(A0*x+A2*y+(-A0-A2)*z)"", ""(x+t)"", ""(y+t)"", ""(z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y - A_{1}z)(A_{0}x + A_{2}y + (-A_{0} - A_{2})z)(x + t)(y + t)(z + t)	8
202	parsed	"[""x"", ""y"", ""(A0*x+A1*y+A0*z)"", ""(A2*x+(A0-A1)*y+(A0-A1)*z)"", ""z"", ""(A2*x+(A0-A1)*y+A0*t)"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y + A_{0}z)(A_{2}x + (A_{0} - A_{1})y + (A_{0} - A_{1})z)z(A_{2}x + (A_{0} - A_{1})y + A_{0}t)t(x + y + z + t)	8
203	parsed	"[""x"", ""y"", ""(x+t)"", ""(y+t)"", ""(A0*x+A1*y+A2*t)"", ""z"", ""(x+y-z)"", ""(z+t)""]"	Q(parameters)		xy(x + t)(y + t)(A_{0}x + A_{1}y + A_{2}t)z(x + y - z)(z + t)	8
204	parsed	"[""x"", ""y"", ""(A0*x+A0*y+A2*z)"", ""(A0*x+A1*y+A1*z)"", ""z"", ""(A2*x+(-A0+A2)*y+A2*t)"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		xy(A_{0}x + A_{0}y + A_{2}z)(A_{0}x + A_{1}y + A_{1}z)z(A_{2}x + (-A_{0} + A_{2})y + A_{2}t)t(x + y + z + t)	8
205	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y-A1*z)"", ""(A0*x+A2*y-A0*z)"", ""(x+t)"", ""(y+t)"", ""(z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y - A_{1}z)(A_{0}x + A_{2}y - A_{0}z)(x + t)(y + t)(z + t)	8
206	parsed	"[""x"", ""y"", ""(A2*x+A0*y+A0*z)"", ""(A1*x+(A0+A1-A2)*y+A1*z)"", ""z"", ""t"", ""(A2*x+A0*y+(-A1+A2)*t)"", ""(x+y+z+t)""]"	Q(parameters)		xy(A_{2}x + A_{0}y + A_{0}z)(A_{1}x + (A_{0} + A_{1} - A_{2})y + A_{1}z)zt(A_{2}x + A_{0}y + (-A_{1} + A_{2})t)(x + y + z + t)	8
207	parsed	"[""x"", ""(x+t)"", ""y"", ""(A0*x+A1*y+A2*t)"", ""(y+t)"", ""z"", ""(z+t)"", ""(A1*x-A1*y+A2*z)""]"	Q(parameters)		x(x + t)y(A_{0}x + A_{1}y + A_{2}t)(y + t)z(z + t)(A_{1}x - A_{1}y + A_{2}z)	8
208	parsed	"[""x"", ""(A0*x+A1*y+A2*z)"", ""y"", ""(A2*x+(-A0+A1+A2)*y+A2*z)"", ""z"", ""(A1*x+A1*y+A2*z+A2*t)"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		x(A_{0}x + A_{1}y + A_{2}z)y(A_{2}x + (-A_{0} + A_{1} + A_{2})y + A_{2}z)z(A_{1}x + A_{1}y + A_{2}z + A_{2}t)t(x + y + z + t)	8
209	parsed	"[""x"", ""(A0*x+A1*y+A1*z)"", ""y"", ""(A1*x+(-A0+2*A1)*y+A1*z)"", ""z"", ""t"", ""(x+y+z+t)"", ""(A0*x+A0*y+A2*t)""]"	Q(parameters)		x(A_{0}x + A_{1}y + A_{1}z)y(A_{1}x + (-A_{0} + 2A_{1})y + A_{1}z)zt(x + y + z + t)(A_{0}x + A_{0}y + A_{2}t)	8
210	parsed	"[""x"", ""y"", ""((A1-A3)*x+(A2-A3)*y+(A2-A3)*z)"", ""((-A1+A3)*x+A0*y+A3*z)"", ""z"", ""t"", ""(A1*x+A2*y+A3*t)"", ""(x+y+z+t)""]"	Q(parameters)		xy((A_{1} - A_{3})x + (A_{2} - A_{3})y + (A_{2} - A_{3})z)((-A_{1} + A_{3})x + A_{0}y + A_{3}z)zt(A_{1}x + A_{2}y + A_{3}t)(x + y + z + t)	8
211	parsed	"[""x"", ""y"", ""(x+t)"", ""(A0*x+A1*y+A2*t)"", ""(y+t)"", ""z"", ""(A3*x+A1*y-A2*z)"", ""(z+t)""]"	Q(parameters)		xy(x + t)(A_{0}x + A_{1}y + A_{2}t)(y + t)z(A_{3}x + A_{1}y - A_{2}z)(z + t)	8
212	parsed	"[""x"", ""y"", ""(y+t)"", ""(x+t)"", ""(A0*x+A1*y+A2*t)"", ""(A0*x+A3*y-A3*z)"", ""z"", ""(z+t)""]"	Q(parameters)		xy(y + t)(x + t)(A_{0}x + A_{1}y + A_{2}t)(A_{0}x + A_{3}y - A_{3}z)z(z + t)	8
213	parsed	"[""x"", ""y"", ""(x+t)"", ""(y+t)"", ""(A0*x+A1*y+A2*t)"", ""z"", ""(A0*x+A1*y+A3*z)"", ""(z+t)""]"	Q(parameters)		xy(x + t)(y + t)(A_{0}x + A_{1}y + A_{2}t)z(A_{0}x + A_{1}y + A_{3}z)(z + t)	8
214	parsed	"[""x"", ""(x+t)"", ""y"", ""(A0*x+A1*y+A2*t)"", ""(y+t)"", ""z"", ""(z+t)"", ""((A0-A2)*x+A1*y+A3*z)""]"	Q(parameters)		x(x + t)y(A_{0}x + A_{1}y + A_{2}t)(y + t)z(z + t)((A_{0} - A_{2})x + A_{1}y + A_{3}z)	8
215	parsed	"[""x"", ""y"", ""(x+t)"", ""(y+t)"", ""(A0*x+A1*y+A2*t)"", ""z"", ""(A0*x+A3*y+(-A0-A3)*z)"", ""(z+t)""]"	Q(parameters)		xy(x + t)(y + t)(A_{0}x + A_{1}y + A_{2}t)z(A_{0}x + A_{3}y + (-A_{0} - A_{3})z)(z + t)	8
216	parsed	"[""x"", ""y"", ""(A2*x+A0*y+A0*z)"", ""((-A2+A3)*x+A1*y+A3*z)"", ""z"", ""t"", ""(A2*x+A2*y+A3*t)"", ""(x+y+z+t)""]"	Q(parameters)		xy(A_{2}x + A_{0}y + A_{0}z)((-A_{2} + A_{3})x + A_{1}y + A_{3}z)zt(A_{2}x + A_{2}y + A_{3}t)(x + y + z + t)	8
217	parsed	"[""x"", ""(x+t)"", ""y"", ""(y+t)"", ""(A0*x+A1*y+A2*t)"", ""z"", ""(z+t)"", ""(A0*x-A0*y+A3*z)""]"	Q(parameters)		x(x + t)y(y + t)(A_{0}x + A_{1}y + A_{2}t)z(z + t)(A_{0}x - A_{0}y + A_{3}z)	8
218	parsed	"[""x"", ""y"", ""(x+t)"", ""(y+t)"", ""(A0*x+A1*y+A2*t)"", ""z"", ""(A3*x+A1*y+(A0-A2-A3)*z)"", ""(z+t)""]"	Q(parameters)		xy(x + t)(y + t)(A_{0}x + A_{1}y + A_{2}t)z(A_{3}x + A_{1}y + (A_{0} - A_{2} - A_{3})z)(z + t)	8
219	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A2*z)"", ""(A3*x+(A0+A1-A3)*y+A2*z)"", ""(x+t)"", ""(y+t)"", ""(z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{2}z)(A_{3}x + (A_{0} + A_{1} - A_{3})y + A_{2}z)(x + t)(y + t)(z + t)	8
220	parsed	"[""x"", ""y"", ""(A0*x+A1*y+A1*z)"", ""(A0*x+A2*y+A3*z)"", ""z"", ""t"", ""((-A2+A3)*x+(-A2+A3)*y+A3*t)"", ""(x+y+z+t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y + A_{1}z)(A_{0}x + A_{2}y + A_{3}z)zt((-A_{2} + A_{3})x + (-A_{2} + A_{3})y + A_{3}t)(x + y + z + t)	8
221	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+(-A0-A1)*z)"", ""(A0*x+A2*y+A3*z)"", ""(x+t)"", ""(y+t)"", ""(z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + (-A_{0} - A_{1})z)(A_{0}x + A_{2}y + A_{3}z)(x + t)(y + t)(z + t)	8
222	parsed	"[""x"", ""y"", ""(A0*x+A1*y+A2*z)"", ""z"", ""(A0*x+A3*y+A4*z)"", ""((-A1+A2)*x+(-A1+A2)*y+A2*t)"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y + A_{2}z)z(A_{0}x + A_{3}y + A_{4}z)((-A_{1} + A_{2})x + (-A_{1} + A_{2})y + A_{2}t)t(x + y + z + t)	8
223	parsed	"[""x"", ""y"", ""(A0*x+A1*y+A1*z)"", ""(A0*x+A2*y+A0*z)"", ""z"", ""t"", ""(A0*x+A3*y+A4*t)"", ""(x+y+z+t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y + A_{1}z)(A_{0}x + A_{2}y + A_{0}z)zt(A_{0}x + A_{3}y + A_{4}t)(x + y + z + t)	8
224	parsed	"[""x"", ""y"", ""(A0*x+A1*y+A2*z)"", ""z"", ""(A3*x+(-A1+A2)*y+A4*z)"", ""(A3*x+(-A1+A2)*y+A2*t)"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y + A_{2}z)z(A_{3}x + (-A_{1} + A_{2})y + A_{4}z)(A_{3}x + (-A_{1} + A_{2})y + A_{2}t)t(x + y + z + t)	8
225	parsed	"[""x"", ""y"", ""((A1-A3)*x+(A2-A3)*y+A0*z)"", ""z"", ""(A1*x+A2*y+A3*z)"", ""t"", ""((A1-A3)*x+(A2-A3)*y+A4*t)"", ""(x+y+z+t)""]"	Q(parameters)		xy((A_{1} - A_{3})x + (A_{2} - A_{3})y + A_{0}z)z(A_{1}x + A_{2}y + A_{3}z)t((A_{1} - A_{3})x + (A_{2} - A_{3})y + A_{4}t)(x + y + z + t)	8
226	parsed	"[""x"", ""y"", ""(A0*x+A1*y+A2*z)"", ""z"", ""(A0*x+A0*y+A3*z)"", ""(A4*x+(-A1+A2)*y+A2*t)"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y + A_{2}z)z(A_{0}x + A_{0}y + A_{3}z)(A_{4}x + (-A_{1} + A_{2})y + A_{2}t)t(x + y + z + t)	8
227	parsed	"[""x"", ""y"", ""(A0*x+A1*y+A1*z)"", ""(A0*x+A2*y+A3*z)"", ""z"", ""t"", ""(A4*x+(-A2+A3)*y+A3*t)"", ""(x+y+z+t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y + A_{1}z)(A_{0}x + A_{2}y + A_{3}z)zt(A_{4}x + (-A_{2} + A_{3})y + A_{3}t)(x + y + z + t)	8
228	parsed	"[""x"", ""y"", ""(A1*x+A0*y+A0*z)"", ""(A1*x+A2*y+A3*z)"", ""z"", ""t"", ""((-A1+A3)*x+A4*y+A3*t)"", ""(x+y+z+t)""]"	Q(parameters)		xy(A_{1}x + A_{0}y + A_{0}z)(A_{1}x + A_{2}y + A_{3}z)zt((-A_{1} + A_{3})x + A_{4}y + A_{3}t)(x + y + z + t)	8
229	parsed	"[""x"", ""y"", ""(A0*x+A1*y+A1*z)"", ""(A0*x+A2*y+A3*z)"", ""z"", ""t"", ""((-A0+A1)*x+A4*y+A1*t)"", ""(x+y+z+t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y + A_{1}z)(A_{0}x + A_{2}y + A_{3}z)zt((-A_{0} + A_{1})x + A_{4}y + A_{1}t)(x + y + z + t)	8
230	parsed	"[""x"", ""y"", ""(A0*x+A0*y+A1*z)"", ""z"", ""(A0*x+A2*y+A3*z)"", ""t"", ""((A0-A3)*x+(A2-A3)*y+A4*t)"", ""(x+y+z+t)""]"	Q(parameters)		xy(A_{0}x + A_{0}y + A_{1}z)z(A_{0}x + A_{2}y + A_{3}z)t((A_{0} - A_{3})x + (A_{2} - A_{3})y + A_{4}t)(x + y + z + t)	8
