arrangement_id	classification	historical_factor_count	historical_field_absent	historical_has_parameters	new_parameter_symbols	new_raw_factor_count	new_source_field_absent
280	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
281	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
282	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
283	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
284	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
285	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
286	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
287	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
288	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
289	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
290	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
291	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
292	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
293	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
294	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
295	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
296	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
297	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
298	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
299	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
300	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
301	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
302	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
303	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
304	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
305	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
306	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
307	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
308	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
309	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
310	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
311	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
312	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
313	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
314	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
315	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
316	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
317	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
318	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
319	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
320	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
321	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
322	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
323	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
324	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
325	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
326	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
327	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
328	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
329	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
330	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
331	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
332	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
333	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
334	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
335	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
336	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
337	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
338	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
339	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
340	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
341	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
342	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
343	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
344	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
345	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
346	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
347	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
348	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
349	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
350	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
351	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
352	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
353	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
354	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
355	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
356	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
357	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
358	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
359	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
360	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
361	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
362	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
363	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
364	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
365	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
366	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
367	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
368	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
369	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
370	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
371	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
372	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
373	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
374	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
375	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
376	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
377	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
378	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
379	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
380	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
381	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
382	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
383	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
384	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4}	8	False
385	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3}	8	False
386	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4}	8	False
387	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4}	8	False
388	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4}	8	False
389	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4}	8	False
390	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4}	8	False
391	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4}	8	False
392	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4}	8	False
393	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4}	8	False
394	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4}	8	False
395	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4}	8	False
396	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4}	8	False
397	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4}	8	False
398	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4}	8	False
399	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4}	8	False
400	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4}	8	False
401	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4}	8	False
402	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4}	8	False
403	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4}	8	False
404	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4}	8	False
405	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4}	8	False
406	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4}	8	False
407	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4}	8	False
408	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4}	8	False
409	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4}	8	False
410	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4}	8	False
411	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4}	8	False
412	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4}	8	False
413	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4}	8	False
414	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4}	8	False
415	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4}	8	False
416	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4}	8	False
417	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4}	8	False
418	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4}	8	False
419	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4}	8	False
420	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4}	8	False
421	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4},A_{5}	8	False
422	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4},A_{5}	8	False
423	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4},A_{5}	8	False
424	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4},A_{5}	8	False
425	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4},A_{5}	8	False
426	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4},A_{5}	8	False
427	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4},A_{5}	8	False
428	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4},A_{5}	8	False
429	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4},A_{5}	8	False
430	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4},A_{5}	8	False
431	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4},A_{5}	8	False
432	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4},A_{5}	8	False
433	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4},A_{5}	8	False
434	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4},A_{5}	8	False
435	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4},A_{5}	8	False
436	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4},A_{5}	8	False
437	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4},A_{5}	8	False
438	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4},A_{5}	8	False
439	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4},A_{5},A_{6}	8	False
440	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4},A_{5},A_{6}	8	False
441	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4},A_{5},A_{6}	8	False
442	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4},A_{5},A_{6}	8	False
443	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4},A_{5},A_{6}	8	False
444	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4},A_{5},A_{6}	8	False
445	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4},A_{5},A_{6}	8	False
446	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4},A_{5},A_{6},A_{7}	8	False
447	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4},A_{5},A_{6},A_{7}	8	False
448	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4},A_{5},A_{6},A_{7}	8	False
449	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4},A_{5},A_{6},A_{7},A_{8}	8	False
450	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2},A_{3},A_{4},A_{5},A_{6},A_{7},A_{8},A_{9}	8	False
451	normalization_difference_or_substantive_discrepancy	13	True	False		13	False
452	normalization_difference_or_substantive_discrepancy	8	True	False		8	False
453	normalization_difference_or_substantive_discrepancy	8	True	False		8	False
454	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1}	8	False
455	normalization_difference_or_substantive_discrepancy	8	True	True	A_{0},A_{1},A_{2}	8	False
